Date,sentiment_label,sentiment_score,Net Sentiment Score
2021-05-11,"{'Neutral': 1, 'Positive': 1}",0.7525904178619385,0.5
2021-05-12,{'Neutral': 2},0.9944275617599487,0.0
2021-05-14,"{'Neutral': 2, 'Positive': 1}",0.9998721281687418,0.3333333333333333
2021-05-17,"{'Positive': 3, 'Neutral': 2}",0.9215912342071533,0.6
2021-05-18,"{'Neutral': 1, 'Negative': 1}",0.9995791018009186,-0.5
2021-05-19,{'Positive': 1},0.9983929991722108,1.0
2021-05-20,"{'Positive': 2, 'Neutral': 1}",0.9992721676826477,0.6666666666666666
2021-05-21,{'Neutral': 4},0.9862499088048935,0.0
2021-05-24,"{'Neutral': 4, 'Positive': 1}",0.9054999947547913,0.2
2021-05-25,"{'Neutral': 3, 'Positive': 1}",0.9977294504642487,0.25
2021-05-26,"{'Positive': 4, 'Neutral': 3}",0.9601072498730251,0.5714285714285714
2021-05-27,{'Neutral': 7},0.9356639981269836,0.0
2021-05-28,"{'Neutral': 1, 'Positive': 1}",0.8330674767494202,0.5
